Scenario,Approach,parameter,Iteration,Country,Club,tag,EV,EV_previous_round,Max_Iteration,Bool
Scenario_D,Realistic_wo_china,qes,16,nigeria,outside,non-producer,-15.1838455200195,3.75207233428955,16,yes
Scenario_D,Diplomatic,qxw,24,uk,outside,non-producer,-223.032043457031,-231.361633300781,24,yes
Scenario_D,Realistic_wi_china,qes,10,venezuela,outside,non-producer,18.3026180267334,16.82692527771,10,yes
Scenario_D,Diplomatic,qxw,24,brasil,outside,producer,-582.317077636719,88.5855865478516,24,yes
Scenario_D,Diplomatic,qo,24,madagascar,outside,non-producer,19.2799949645996,22.0410823822021,24,yes
Scenario_D,Realistic_wo_china,qo,7,drc,outside,producer,-1.20035552978516,-1.37074398994446,7,yes
Scenario_D,Diplomatic,qxw,24,colombia,outside,producer,-123.419677734375,-18.1014366149902,24,yes
Scenario_D,Diplomatic,qes,20,bolivia,inside,producer,191.005569458008,190.997344970703,20,yes
Scenario_D,Realistic_wo_china,qes,16,mozambique,outside,non-producer,-8.86600494384766,-17.6107711791992,16,yes
Scenario_D,Diplomatic,qxw,24,uruguay,inside,non-producer,22.6353874206543,6.47945356369019,24,yes
Scenario_D,Realistic_wi_china,qo,24,eu27,inside,non-producer,578.619384765625,-516.468872070312,24,yes
Scenario_D,Realistic_wo_china,qes,16,india,outside,non-producer,193.449478149414,367.536987304688,16,yes
Scenario_D,Diplomatic,qo,24,latinamer,outside,non-producer,-234.801177978516,-86.6431198120117,24,yes
Scenario_D,Realistic_wi_china,qes,10,eafr,inside,non-producer,53.9115676879883,-131.140441894531,10,yes
Scenario_D,Realistic_wi_china,qxw,7,eafr,outside,non-producer,-122.544845581055,-122.234390258789,7,yes
Scenario_D,Realistic_wo_china,qxw,7,colombia,outside,producer,-19.1248817443848,-17.8640098571777,7,yes
Scenario_D,Realistic_wi_china,qxw,7,safr,outside,non-producer,-44.4756774902344,-43.6969375610352,7,yes
Scenario_D,Realistic_wi_china,qxw,7,wafr,outside,non-producer,-47.7684020996094,-47.8497772216797,7,yes
Scenario_D,Idealist,qxw,24,korea,inside,non-producer,-179.870162963867,-225.210754394531,24,yes
Scenario_D,Realistic_wi_china,qxw,7,seasia,outside,non-producer,-178.758605957031,-178.361694335938,7,yes
Scenario_D,Idealist,qes,24,safr,inside,non-producer,43.6444091796875,48.1648139953613,24,yes
Scenario_D,Idealist,qxw,24,uruguay,inside,non-producer,14.6473846435547,15.8360538482666,24,yes
Scenario_D,Idealist,qo,24,bolivia,inside,producer,-3.6567440032959,50.6221160888672,24,yes
Scenario_D,Realistic_wo_china,qes,16,china,outside,non-producer,343.076019287109,2256.5908203125,16,yes
Scenario_D,Realistic_wo_china,qxw,7,uk,outside,non-producer,-226.670532226562,-226.111068725586,7,yes
Scenario_D,Diplomatic,qo,24,oceania,inside,non-producer,79.2992401123047,17.2466487884521,24,yes
Scenario_D,Diplomatic,qo,24,korea,outside,non-producer,9.08121585845947,-23.2382106781006,24,yes
Scenario_D,Idealist,qxw,24,newzealand,inside,non-producer,31.2970848083496,21.5284538269043,24,yes
Scenario_D,Idealist,qes,24,japan,inside,non-producer,969.203125,1416.42163085938,24,yes
Scenario_D,Idealist,qo,24,malasya,outside,producer,46.3143539428711,55.3662872314453,24,yes
Scenario_D,Diplomatic,qxw,24,eafr,outside,non-producer,-35.9438323974609,-82.1203155517578,24,yes
Scenario_D,Realistic_wo_china,qes,16,paraguay,inside,producer,194.314010620117,148.434158325195,16,yes
Scenario_D,Idealist,qes,24,argentina,outside,producer,-704.603454589844,-1213.47082519531,24,yes
Scenario_D,Realistic_wo_china,qes,16,ghana,outside,producer,-32.8175964355469,-67.5615997314453,16,yes
Scenario_D,Realistic_wi_china,qxw,7,ghana,outside,producer,-37.6014404296875,-37.5092163085938,7,yes
Scenario_D,Realistic_wo_china,qo,7,safr,outside,non-producer,-31.7572441101074,-21.8381576538086,7,yes
Scenario_D,Diplomatic,qes,20,wafr,outside,non-producer,-50.8035507202148,-50.8855247497559,20,yes
Scenario_D,Realistic_wi_china,qes,10,bolivia,outside,producer,-17.412691116333,-17.6947536468506,10,yes
Scenario_D,Idealist,qes,24,russia,inside,non-producer,372.604064941406,334.046081542969,24,yes
Scenario_D,Diplomatic,qxw,24,efta,outside,non-producer,-84.0503540039062,-95.2935638427734,24,yes
Scenario_D,Realistic_wi_china,qo,24,safr,outside,non-producer,-65.6259765625,-61.4501266479492,24,yes
Scenario_D,Diplomatic,qo,24,peru,outside,producer,-77.315315246582,-4982.24951171875,24,yes
Scenario_D,Realistic_wo_china,qo,7,canada,outside,non-producer,-3.64469885826111e-02,-2.38915467262268,7,yes
Scenario_D,Realistic_wo_china,qxw,7,angola,outside,producer,-3.0387749671936,-3.11545133590698,7,yes
Scenario_D,Realistic_wo_china,qxw,7,uruguay,outside,non-producer,-3.59259986877441,-3.48243618011475,7,yes
Scenario_D,Realistic_wo_china,qxw,7,newzealand,outside,non-producer,-2.95180773735046,-2.16473698616028,7,yes
Scenario_D,Diplomatic,qes,20,japan,outside,non-producer,821.542236328125,822.0537109375,20,yes
Scenario_D,Realistic_wo_china,qes,16,colombia,outside,producer,-6.24995994567871,-21.7401084899902,16,yes
Scenario_D,Idealist,qxw,24,russia,inside,non-producer,22.9286575317383,51.4384918212891,24,yes
Scenario_D,Diplomatic,qo,24,ivorycoast,inside,producer,-385.015411376953,-375.72900390625,24,yes
Scenario_D,Realistic_wo_china,qxw,7,seasia,outside,non-producer,-65.4353866577148,-62.2385482788086,7,yes
Scenario_D,Diplomatic,qxw,24,china,outside,non-producer,-61.6246719360352,-22.5125732421875,24,yes
Scenario_D,Realistic_wo_china,qo,7,bolivia,outside,producer,-1.86673045158386,-1.87552332878113,7,yes
Scenario_D,Realistic_wo_china,qes,16,mena,outside,non-producer,-13.0098857879639,481.462463378906,16,yes
Scenario_D,Realistic_wo_china,qes,16,angola,outside,producer,-1.25924670696259,7.5667724609375,16,yes
Scenario_D,Realistic_wi_china,qo,24,ivorycoast,inside,producer,-422.10546875,-382.774169921875,24,yes
Scenario_D,Idealist,qes,24,malasya,inside,producer,76.1650543212891,2034.74169921875,24,yes
Scenario_D,Realistic_wo_china,qxw,7,mexico,inside,non-producer,84.3073120117188,85.2957763671875,7,yes
Scenario_D,Realistic_wi_china,qxw,7,myanmar,outside,non-producer,-32.3176078796387,-31.4016704559326,7,yes
Scenario_D,Realistic_wo_china,qo,7,southasia,outside,non-producer,1.77041840553284,3.67110919952393,7,yes
Scenario_D,Realistic_wo_china,qxw,7,myanmar,outside,non-producer,-7.05565547943115,-6.04608154296875,7,yes
Scenario_D,Idealist,qes,24,seasia,inside,non-producer,239.729141235352,-19.8949966430664,24,yes
Scenario_D,Realistic_wi_china,qxw,7,korea,outside,non-producer,31.0422477722168,31.1118354797363,7,yes
Scenario_D,Idealist,qes,24,eastasia,inside,non-producer,225.264434814453,224.15412902832,24,yes
Scenario_D,Realistic_wi_china,qo,24,mozambique,outside,non-producer,17.6308612823486,22.103853225708,24,yes
Scenario_D,Idealist,qo,24,china,inside,non-producer,-300.105560302734,-3858.41455078125,24,yes
Scenario_D,Realistic_wi_china,qo,24,myanmar,outside,non-producer,-34.6540145874023,-30.9200878143311,24,yes
Scenario_D,Realistic_wi_china,qes,10,newzealand,inside,non-producer,-41.6279182434082,-33.9939384460449,10,yes
Scenario_D,Realistic_wo_china,qes,16,uruguay,outside,non-producer,-0.930752396583557,-40.551025390625,16,yes
Scenario_D,Realistic_wo_china,qo,7,japan,outside,non-producer,-0.900346994400024,-42.0513153076172,7,yes
Scenario_D,Realistic_wo_china,qxw,7,madagascar,inside,non-producer,9.10224151611328,-13.874116897583,7,yes
Scenario_D,Realistic_wo_china,qxw,7,oceania,inside,non-producer,31.8120269775391,32.1520767211914,7,yes
Scenario_D,Idealist,qes,24,peru,inside,producer,-137.187362670898,-189.774551391602,24,yes
Scenario_D,Diplomatic,qo,24,us,outside,non-producer,-513.699035644531,-285.397491455078,24,yes
Scenario_D,Realistic_wi_china,qes,10,ghana,outside,producer,-39.5081405639648,-64.0266799926758,10,yes
Scenario_D,Diplomatic,qo,24,restofworld,inside,non-producer,-170.880020141602,307.860504150391,24,yes
Scenario_D,Realistic_wo_china,qes,16,eafr,outside,non-producer,-114.388710021973,-173.578063964844,16,yes
Scenario_D,Diplomatic,qxw,24,nigeria,outside,non-producer,-2.24346208572388,-12.4910116195679,24,yes
Scenario_D,Realistic_wi_china,qes,10,restofworld,outside,non-producer,-354.662414550781,-340.584625244141,10,yes
Scenario_D,Realistic_wi_china,qes,10,argentina,outside,producer,-45.3049812316895,-29.2556228637695,10,yes
Scenario_D,Diplomatic,qo,24,mena,outside,non-producer,-37.1227226257324,-398.635223388672,24,yes
Scenario_D,Realistic_wo_china,qo,7,malasya,outside,producer,39.4842071533203,32.2158355712891,7,yes
Scenario_D,Realistic_wo_china,qes,16,mexico,inside,non-producer,71.6397476196289,62.4930877685547,16,yes
Scenario_D,Realistic_wi_china,qxw,7,us,outside,non-producer,-145.736968994141,-138.726638793945,7,yes
Scenario_D,Idealist,qxw,24,angola,outside,producer,-1.54911053180695,-1.26902711391449,24,yes
Scenario_D,Realistic_wo_china,qes,16,eu27,inside,non-producer,473.830505371094,954.666198730469,16,yes
Scenario_D,Realistic_wi_china,qes,10,mena,outside,non-producer,422.537048339844,402.866119384766,10,yes
Scenario_D,Realistic_wo_china,qo,7,uk,inside,non-producer,-242.204742431641,-296.820983886719,7,yes
Scenario_D,Diplomatic,qxw,24,russia,outside,non-producer,57.3164825439453,11.6068382263184,24,yes
Scenario_D,Realistic_wo_china,qes,16,restofworld,outside,non-producer,-229.637908935547,-358.894775390625,16,yes
Scenario_D,Realistic_wi_china,qxw,7,southasia,outside,non-producer,31.4353847503662,31.9613456726074,7,yes
Scenario_D,Realistic_wo_china,qo,7,nafr,outside,non-producer,-98.3084030151367,-107.988746643066,7,yes
Scenario_D,Realistic_wi_china,qes,10,nigeria,outside,non-producer,3.37058210372925,5.02083826065063,10,yes
Scenario_D,Idealist,qes,24,ivorycoast,inside,producer,-908.616394042969,-89.9052200317383,24,yes
Scenario_D,Diplomatic,qo,24,efta,inside,non-producer,-24.813419342041,-88.9911651611328,24,yes
Scenario_D,Realistic_wo_china,qxw,7,mena,outside,non-producer,-122.416015625,-122.010986328125,7,yes
Scenario_D,Diplomatic,qes,20,efta,outside,non-producer,144.019638061523,143.949432373047,20,yes
Scenario_D,Realistic_wo_china,qo,7,ivorycoast,outside,producer,-387.430297851562,-385.804565429688,7,yes
Scenario_D,Realistic_wi_china,qo,24,india,outside,non-producer,119.169166564941,102.087028503418,24,yes
Scenario_D,Idealist,qes,24,indonesia,inside,producer,5322.40966796875,4579.40380859375,24,yes
Scenario_D,Realistic_wi_china,qxw,7,india,outside,non-producer,98.1260757446289,98.4970397949219,7,yes
Scenario_D,Realistic_wi_china,qo,24,angola,outside,producer,-2.179283618927,-6.58520030975342,24,yes
Scenario_D,Realistic_wi_china,qo,24,latinamer,outside,non-producer,-365.489868164062,-220.904754638672,24,yes
Scenario_D,Realistic_wo_china,qes,16,eastasia,outside,non-producer,15.3750886917114,87.1529541015625,16,yes
Scenario_D,Realistic_wi_china,qes,10,safr,outside,non-producer,-61.7613296508789,-52.5898513793945,10,yes
Scenario_D,Diplomatic,qxw,24,seasia,outside,non-producer,90.1860656738281,-59.9814758300781,24,yes
Scenario_D,Realistic_wo_china,qo,7,mozambique,outside,non-producer,-6.17833948135376,-4.62985515594482,7,yes
Scenario_D,Realistic_wo_china,qxw,7,nigeria,outside,non-producer,-12.6986169815063,-12.86510181427,7,yes
Scenario_D,Idealist,qes,24,eafr,inside,non-producer,-380.408721923828,-115.974700927734,24,yes
Scenario_D,Diplomatic,qes,20,angola,outside,producer,26.7853908538818,26.763240814209,20,yes
Scenario_D,Realistic_wi_china,qes,10,nafr,outside,non-producer,49.0482292175293,65.9660949707031,10,yes
Scenario_D,Diplomatic,qo,24,uk,outside,non-producer,-42.2589988708496,-172.994812011719,24,yes
Scenario_D,Realistic_wo_china,qo,7,us,outside,non-producer,-179.491622924805,-203.824737548828,7,yes
Scenario_D,Idealist,qes,24,myanmar,inside,non-producer,-29.5876617431641,13.985767364502,24,yes
Scenario_D,Realistic_wi_china,qo,24,restofworld,outside,non-producer,-245.461517333984,-127.207344055176,24,yes
Scenario_D,Idealist,qxw,24,argentina,outside,producer,63.8771057128906,-593.680969238281,24,yes
Scenario_D,Idealist,qes,24,eu27,inside,non-producer,3373.67333984375,2995.646484375,24,yes
Scenario_D,Idealist,qo,24,uruguay,inside,non-producer,13.4627647399902,71.9185485839844,24,yes
Scenario_D,Idealist,qxw,24,safr,inside,non-producer,14.5929088592529,11.1935405731201,24,yes
Scenario_D,Idealist,qxw,24,drc,outside,producer,-9.01190185546875,-8.84447288513184,24,yes
Scenario_D,Idealist,qxw,24,peru,outside,producer,-267.562561035156,-275.397277832031,24,yes
Scenario_D,Realistic_wi_china,qo,24,brasil,outside,producer,73.4318618774414,340.881958007812,24,yes
Scenario_D,Realistic_wo_china,qxw,7,ghana,outside,producer,-28.766975402832,-111.826568603516,7,yes
Scenario_D,Realistic_wo_china,qes,16,nafr,outside,non-producer,-81.3740158081055,98.1891632080078,16,yes
Scenario_D,Diplomatic,qxw,24,ivorycoast,outside,producer,-1044.45068359375,-350.769927978516,24,yes
Scenario_D,Diplomatic,qes,20,india,outside,non-producer,444.228393554688,444.450927734375,20,yes
Scenario_D,Realistic_wi_china,qo,24,uk,inside,non-producer,-153.107955932617,-108.208549499512,24,yes
Scenario_D,Idealist,qes,24,bolivia,outside,producer,185.831817626953,200.363555908203,24,yes
Scenario_D,Realistic_wi_china,qes,10,eu27,inside,non-producer,1445.88354492188,1485.74426269531,10,yes
Scenario_D,Diplomatic,qxw,24,paraguay,outside,producer,-200.091323852539,-17.2165622711182,24,yes
Scenario_D,Diplomatic,qes,20,colombia,outside,producer,-5.02702808380127,-5.90957498550415,20,yes
Scenario_D,Diplomatic,qo,24,eu27,inside,non-producer,-295.270782470703,-826.005554199219,24,yes
Scenario_D,Realistic_wi_china,qes,10,china,inside,non-producer,761.632995605469,603.705505371094,10,yes
Scenario_D,Idealist,qxw,24,bolivia,outside,producer,-5.10504865646362,-4.16229486465454,24,yes
Scenario_D,Idealist,qes,24,colombia,outside,producer,-1163.41882324219,-265.794128417969,24,yes
Scenario_D,Realistic_wi_china,qes,10,peru,inside,producer,-141.713760375977,-136.033386230469,10,yes
Scenario_D,Realistic_wi_china,qxw,7,nafr,outside,non-producer,-65.8047943115234,-65.8839263916016,7,yes
Scenario_D,Idealist,qes,24,uk,inside,non-producer,896.492919921875,912.514892578125,24,yes
Scenario_D,Diplomatic,qxw,24,angola,outside,producer,-3.9750714302063,-3.08202362060547,24,yes
Scenario_D,Diplomatic,qxw,24,restofworld,outside,non-producer,-59.4045867919922,-170.95866394043,24,yes
Scenario_D,Realistic_wo_china,qes,16,oceania,inside,non-producer,12.7665815353394,-35.9653015136719,16,yes
Scenario_D,Diplomatic,qo,24,southasia,outside,non-producer,1.78905045986176,-22.9327907562256,24,yes
Scenario_D,Diplomatic,qxw,24,latinamer,outside,non-producer,-3.67987060546875,-184.633438110352,24,yes
Scenario_D,Realistic_wi_china,qo,24,southasia,outside,non-producer,24.773229598999,0.991925895214081,24,yes
Scenario_D,Realistic_wi_china,qes,10,oceania,outside,non-producer,-124.317901611328,-113.940116882324,10,yes
Scenario_D,Realistic_wi_china,qes,10,angola,outside,producer,8.99067115783691,8.30001735687256,10,yes
Scenario_D,Idealist,qes,24,mexico,inside,non-producer,-1056.30419921875,-474.206085205078,24,yes
Scenario_D,Idealist,qo,24,mozambique,inside,non-producer,8.75840282440186,-13.3416051864624,24,yes
Scenario_D,Diplomatic,qxw,24,mexico,outside,non-producer,24.928768157959,-32.6288604736328,24,yes
Scenario_D,Diplomatic,qes,20,eastasia,outside,non-producer,198.655517578125,198.646865844727,20,yes
Scenario_D,Idealist,qo,24,colombia,outside,producer,-92.5919494628906,-5453.00439453125,24,yes
Scenario_D,Idealist,qxw,24,japan,inside,non-producer,-150.023590087891,-104.634536743164,24,yes
Scenario_D,Realistic_wo_china,qo,7,indonesia,outside,producer,39.2637138366699,42.6568603515625,7,yes
Scenario_D,Idealist,qxw,24,efta,inside,non-producer,-18.4603176116943,-0.757180452346802,24,yes
Scenario_D,Idealist,qes,24,cafr,inside,non-producer,28.8365802764893,30.1522083282471,24,yes
Scenario_D,Idealist,qes,24,restofworld,inside,non-producer,-458.359710693359,-570.866333007812,24,yes
Scenario_D,Diplomatic,qxw,24,drc,outside,producer,-1.45173585414886,-1.44434726238251,24,yes
Scenario_D,Idealist,qes,24,southasia,inside,non-producer,451.54931640625,605.879577636719,24,yes
Scenario_D,Diplomatic,qo,24,newzealand,inside,non-producer,-19.1362380981445,89.2223205566406,24,yes
Scenario_D,Realistic_wi_china,qxw,7,restofworld,outside,non-producer,-229.48713684082,-229.368881225586,7,yes
Scenario_D,Realistic_wi_china,qxw,7,canada,outside,non-producer,-22.6133861541748,-21.6594257354736,7,yes
Scenario_D,Realistic_wi_china,qes,10,brasil,outside,producer,-368.319641113281,-265.056213378906,10,yes
Scenario_D,Realistic_wo_china,qxw,7,drc,outside,producer,-1.39658284187317,-1.41324043273926,7,yes
Scenario_D,Diplomatic,qes,20,myanmar,outside,non-producer,-52.8603324890137,-51.967529296875,20,yes
Scenario_D,Realistic_wo_china,qes,16,peru,outside,producer,-83.6709594726562,-111.309089660645,16,yes
Scenario_D,Diplomatic,qxw,24,india,outside,non-producer,43.3600997924805,36.6469421386719,24,yes
Scenario_D,Diplomatic,qxw,24,eu27,inside,non-producer,887.744750976562,268.575073242188,24,yes
Scenario_D,Idealist,qo,24,ivorycoast,outside,producer,-729.948669433594,-2097.25439453125,24,yes
Scenario_D,Diplomatic,qes,20,drc,outside,producer,4.66076707839966,4.62537002563477,20,yes
Scenario_D,Realistic_wo_china,qes,16,latinamer,outside,non-producer,-235.550552368164,-374.059631347656,16,yes
Scenario_D,Diplomatic,qo,24,venezuela,outside,non-producer,-4.90143775939941,-23.9871158599854,24,yes
Scenario_D,Diplomatic,qes,20,oceania,outside,non-producer,-181.352783203125,-181.372634887695,20,yes
Scenario_D,Realistic_wo_china,qxw,7,bolivia,outside,producer,-1.67748701572418,-1.70862007141113,7,yes
Scenario_D,Realistic_wi_china,qes,10,mozambique,inside,non-producer,8.76769542694092,9.43614387512207,10,yes
Scenario_D,Realistic_wo_china,qes,16,cafr,outside,non-producer,-13.4757108688354,-7.77578830718994,16,yes
Scenario_D,Realistic_wi_china,qes,10,uruguay,inside,non-producer,7.02138137817383,8.94617080688477,10,yes
Scenario_D,Realistic_wi_china,qo,24,wafr,outside,non-producer,-50.4864959716797,-50.5534820556641,24,yes
Scenario_D,Realistic_wi_china,qo,24,nigeria,outside,non-producer,-11.9227676391602,-14.9186878204346,24,yes
Scenario_D,Diplomatic,qes,20,ivorycoast,inside,producer,39.4146423339844,39.7156105041504,20,yes
Scenario_D,Realistic_wi_china,qo,24,peru,outside,producer,-107.001602172852,-4803.39208984375,24,yes
Scenario_D,Realistic_wi_china,qo,24,china,inside,non-producer,-375.246215820312,-786.429077148438,24,yes
Scenario_D,Idealist,qxw,24,seasia,inside,non-producer,289.798522949219,225.09440612793,24,yes
Scenario_D,Realistic_wo_china,qo,7,colombia,outside,producer,-23.4249992370605,-19.6829833984375,7,yes
Scenario_D,Realistic_wi_china,qo,24,seasia,outside,non-producer,-212.939422607422,-185.905776977539,24,yes
Scenario_D,Realistic_wi_china,qxw,7,indonesia,outside,producer,66.0181503295898,66.392707824707,7,yes
Scenario_D,Realistic_wi_china,qes,10,efta,outside,non-producer,25.6386585235596,21.1276779174805,10,yes
Scenario_D,Realistic_wo_china,qes,16,indonesia,outside,producer,22.7537841796875,21.5254211425781,16,yes
Scenario_D,Realistic_wo_china,qes,16,malasya,outside,producer,-10.1733446121216,-10.5545778274536,16,yes
Scenario_D,Realistic_wo_china,qo,7,cafr,outside,non-producer,-12.6312646865845,-13.0727081298828,7,yes
Scenario_D,Idealist,qo,24,restofworld,inside,non-producer,172.539123535156,510.159301757812,24,yes
Scenario_D,Idealist,qo,24,ghana,outside,producer,-78.2803649902344,-2426.91870117188,24,yes
Scenario_D,Realistic_wo_china,qes,16,venezuela,outside,non-producer,1.27011895179749,23.17844581604,16,yes
Scenario_D,Diplomatic,qo,24,mozambique,outside,non-producer,18.1193389892578,20.1022415161133,24,yes
Scenario_D,Idealist,qxw,24,india,inside,non-producer,-38.5213203430176,46.2518844604492,24,yes
Scenario_D,Idealist,qxw,24,cafr,inside,non-producer,4.69200420379639,5.22664403915405,24,yes
Scenario_D,Realistic_wo_china,qes,16,southasia,outside,non-producer,72.6675643920898,149.347640991211,16,yes
Scenario_D,Idealist,qes,24,mena,inside,non-producer,1720.31677246094,1998.15539550781,24,yes
Scenario_D,Diplomatic,qxw,24,oceania,outside,non-producer,-12.5450716018677,-33.5581359863281,24,yes
Scenario_D,Idealist,qxw,24,madagascar,inside,non-producer,-47.3224792480469,8.4197998046875,24,yes
Scenario_D,Diplomatic,qxw,24,southasia,outside,non-producer,32.5435600280762,3.55431246757507,24,yes
Scenario_D,Idealist,qes,24,oceania,inside,non-producer,-132.783889770508,-229.670944213867,24,yes
Scenario_D,Realistic_wo_china,qxw,7,paraguay,outside,producer,-7.65604066848755,-7.49228811264038,7,yes
Scenario_D,Diplomatic,qxw,24,wafr,outside,non-producer,2.95684480667114,-20.281852722168,24,yes
Scenario_D,Realistic_wi_china,qo,24,japan,inside,non-producer,-64.4072189331055,-171.518157958984,24,yes
Scenario_D,Realistic_wo_china,qes,16,japan,outside,non-producer,64.4965209960938,294.474761962891,16,yes
Scenario_D,Realistic_wo_china,qes,16,canada,outside,non-producer,-50.3312606811523,-139.73323059082,16,yes
Scenario_D,Realistic_wi_china,qxw,7,venezuela,outside,non-producer,-1.28306519985199,-1.29072380065918,7,yes
Scenario_D,Idealist,qo,24,venezuela,outside,non-producer,-4.54976749420166,-54.2041473388672,24,yes
Scenario_D,Realistic_wi_china,qxw,7,cafr,outside,non-producer,-12.2642860412598,-12.2624359130859,7,yes
Scenario_D,Realistic_wi_china,qxw,7,mexico,outside,non-producer,-48.124382019043,-48.3821868896484,7,yes
Scenario_D,Realistic_wi_china,qo,24,argentina,outside,producer,75.1040496826172,179.130569458008,24,yes
Scenario_D,Realistic_wi_china,qxw,7,paraguay,outside,producer,-13.5269260406494,-13.5125331878662,7,yes
Scenario_D,Realistic_wi_china,qes,10,japan,outside,non-producer,392.063537597656,355.330657958984,10,yes
Scenario_D,Realistic_wo_china,qes,16,wafr,outside,non-producer,-36.52392578125,-53.8800926208496,16,yes
Scenario_D,Realistic_wi_china,qxw,7,bolivia,outside,producer,-2.50401163101196,-2.51023459434509,7,yes
Scenario_D,Idealist,qo,24,india,inside,non-producer,-38.912181854248,-772.141296386719,24,yes
Scenario_D,Diplomatic,qxw,24,mena,outside,non-producer,-77.3186492919922,-120.435974121094,24,yes
Scenario_D,Realistic_wo_china,qo,7,angola,outside,producer,-2.94520401954651,-3.03029823303223,7,yes
Scenario_D,Diplomatic,qo,24,eastasia,outside,non-producer,7.51230764389038,-22.2863426208496,24,yes
Scenario_D,Realistic_wo_china,qo,7,peru,outside,producer,-82.4746246337891,-78.3426361083984,7,yes
Scenario_D,Realistic_wi_china,qo,24,indonesia,outside,producer,78.5177001953125,87.6252899169922,24,yes
Scenario_D,Idealist,qxw,24,eafr,inside,non-producer,84.1275787353516,55.2910194396973,24,yes
Scenario_D,Diplomatic,qo,24,brasil,inside,producer,154.345611572266,335.493347167969,24,yes
Scenario_D,Realistic_wo_china,qxw,7,venezuela,outside,non-producer,-1.59117031097412,-1.84678816795349,7,yes
Scenario_D,Realistic_wo_china,qxw,7,wafr,outside,non-producer,-21.0238513946533,-22.9356956481934,7,yes
Scenario_D,Realistic_wi_china,qes,10,uk,outside,non-producer,277.507904052734,279.221771240234,10,yes
Scenario_D,Realistic_wo_china,qxw,7,russia,outside,non-producer,7.62347936630249,6.87506580352783,7,yes
Scenario_D,Realistic_wi_china,qxw,7,china,inside,non-producer,-465.454772949219,-467.331359863281,7,yes
Scenario_D,Realistic_wo_china,qxw,7,india,outside,non-producer,33.9636459350586,33.6593894958496,7,yes
Scenario_D,Diplomatic,qes,20,eafr,inside,non-producer,-6.0042724609375,-3.38878631591797,20,yes
Scenario_D,Realistic_wo_china,qo,7,argentina,outside,producer,43.8569259643555,54.5265922546387,7,yes
Scenario_D,Idealist,qo,24,argentina,inside,producer,27.4813442230225,768.333251953125,24,yes
