"Country","Iteration","Scenario","Club","EV_previous_round","EV","tag","parameter","Approach","Boreal","Temperate","Tropical"
"argentina",12,"Scenario_D","outside",191.145919799805,93.3370056152344,"producer","qo","Realistic_wi_china",0,8685.3421330452,116.288838908076
"bolivia",0,"Scenario_D","outside",0,-1.96027779579163,"producer","qo","Realistic_wi_china",-5049.81583356857,-428.616955876351,0
"bolivia",7,"Scenario_D","outside",38.4151992797852,-2.79168748855591,"producer","qo","Realistic_wi_china",-4870.93603610993,-318.777266889811,0
"bolivia",5,"Scenario_D","outside",-2.70635938644409,-2.79168748855591,"producer","qo","Realistic_wi_china",-4870.93603610993,-318.777266889811,0
"bolivia",11,"Scenario_D","outside",-2.79168748855591,40.0644607543945,"producer","qo","Realistic_wi_china",62035.4397892952,2380.76025247574,0
"bolivia",21,"Scenario_D","outside",-1.63100123405457,40.3954429626465,"producer","qo","Realistic_wi_china",63435.6988668441,2503.17311286926,0
"bolivia",13,"Scenario_D","outside",-1.03587806224823,-1.63100123405457,"producer","qo","Realistic_wi_china",-2057.60290473699,-136.305441148579,0
"bolivia",18,"Scenario_D","outside",-2.79168748855591,38.4528198242188,"producer","qo","Realistic_wi_china",60080.2892446518,2304.2908012867,0
"bolivia",17,"Scenario_D","outside",5.69876384735107,-2.79168748855591,"producer","qo","Realistic_wi_china",-4870.93603610993,-318.777266889811,0
"bolivia",12,"Scenario_D","outside",40.0644607543945,-1.03587806224823,"producer","qo","Realistic_wi_china",626.713432371616,64.5806137472391,0
"bolivia",19,"Scenario_D","outside",38.4528198242188,-1.03587806224823,"producer","qo","Realistic_wi_china",626.713432371616,64.5806137472391,0
"bolivia",24,"Scenario_D","outside",5.69876384735107,-2.79168748855591,"producer","qo","Realistic_wi_china",-4870.93603610993,-318.777266889811,0
"bolivia",15,"Scenario_D","outside",40.3954429626465,-2.13753247261047,"producer","qo","Realistic_wi_china",-2142.06596463919,-114.383950829506,0
"bolivia",16,"Scenario_D","outside",-2.13753247261047,5.69876384735107,"producer","qo","Realistic_wi_china",-31849.3031561375,-3035.08561849594,0
"bolivia",2,"Scenario_D","outside",51.8716621398926,-2.60431957244873,"producer","qo","Realistic_wi_china",-3957.5532078743,-251.400345936418,0
"bolivia",8,"Scenario_D","outside",-2.79168748855591,5.1268138885498,"producer","qo","Realistic_wi_china",-33543.7198095023,-3163.5183095932,0
"bolivia",9,"Scenario_D","outside",5.1268138885498,-2.13753247261047,"producer","qo","Realistic_wi_china",-2142.06596463919,-114.383950829506,0
"bolivia",10,"Scenario_D","outside",-2.13753247261047,-2.79168748855591,"producer","qo","Realistic_wi_china",-4870.93603610993,-318.777266889811,0
"bolivia",20,"Scenario_D","outside",-1.03587806224823,-1.63100123405457,"producer","qo","Realistic_wi_china",-2057.60290473699,-136.305441148579,0
"bolivia",1,"Scenario_D","outside",-1.96027779579163,51.8716621398926,"producer","qo","Realistic_wi_china",41747.2904920578,213.546762242913,0
"bolivia",4,"Scenario_D","outside",-2.79168748855591,-2.70635938644409,"producer","qo","Realistic_wi_china",-3366.07277393341,-202.051404863596,0
"bolivia",6,"Scenario_D","outside",-2.79168748855591,38.4151992797852,"producer","qo","Realistic_wi_china",58272.6051807404,2156.77243471146,0
"bolivia",14,"Scenario_D","outside",-1.63100123405457,40.3954429626465,"producer","qo","Realistic_wi_china",63435.6988668441,2503.17311286926,0
"bolivia",23,"Scenario_D","outside",-2.13753247261047,5.69876384735107,"producer","qo","Realistic_wi_china",-31849.3031561375,-3035.08561849594,0
"bolivia",3,"Scenario_D","outside",-2.60431957244873,-2.79168748855591,"producer","qo","Realistic_wi_china",-4870.93603610993,-318.777266889811,0
"bolivia",22,"Scenario_D","outside",40.3954429626465,-2.13753247261047,"producer","qo","Realistic_wi_china",-2142.06596463919,-114.383950829506,0
"brasil",0,"Scenario_D","outside",0,-77.0396118164062,"producer","qo","Realistic_wi_china",-16221.2319374084,-86.7406576871872,0
"brasil",23,"Scenario_D","outside",262.279479980469,340.881958007812,"producer","qo","Realistic_wi_china",15727.3755073547,-1454.30517196655,0
"brasil",8,"Scenario_D","outside",73.4318618774414,186.72673034668,"producer","qo","Realistic_wi_china",20493.4358596802,-199.480473995209,0
"brasil",6,"Scenario_D","outside",73.4318618774414,227.822052001953,"producer","qo","Realistic_wi_china",62501.2760162353,2533.68616104126,0
"brasil",1,"Scenario_D","outside",-77.0396118164062,561.77001953125,"producer","qo","Realistic_wi_china",81371.1395263672,819.068670272827,0
"brasil",19,"Scenario_D","outside",307.117614746094,290.052703857422,"producer","qo","Realistic_wi_china",44824.5997428894,704.690217971802,0
"brasil",11,"Scenario_D","outside",73.4318618774414,330.676940917969,"producer","qo","Realistic_wi_china",96704.1397094727,3439.58473205566,0
"brasil",4,"Scenario_D","outside",73.4318618774414,108.635986328125,"producer","qo","Realistic_wi_china",41920.4444885254,1635.66410541534,0
"brasil",12,"Scenario_D","outside",330.676940917969,290.052703857422,"producer","qo","Realistic_wi_china",44824.5997428894,704.690217971802,0
"brasil",17,"Scenario_D","outside",340.881958007812,73.4318618774414,"producer","qo","Realistic_wi_china",27690.0389194489,1465.73138237,0
"brasil",20,"Scenario_D","outside",290.052703857422,98.0888366699219,"producer","qo","Realistic_wi_china",37124.2253780365,1935.57047843933,0
"brasil",24,"Scenario_D","outside",340.881958007812,73.4318618774414,"producer","qo","Realistic_wi_china",27690.0389194489,1465.73138237,0
"brasil",18,"Scenario_D","outside",73.4318618774414,307.117614746094,"producer","qo","Realistic_wi_china",88163.2432937623,3098.91223907471,0
"brasil",10,"Scenario_D","outside",262.279479980469,73.4318618774414,"producer","qo","Realistic_wi_china",27690.0389194489,1465.73138237,0
"brasil",2,"Scenario_D","outside",561.77001953125,130.441802978516,"producer","qo","Realistic_wi_china",48710.205078125,2260.35308837891,0
"brasil",3,"Scenario_D","outside",130.441802978516,73.4318618774414,"producer","qo","Realistic_wi_china",27690.0389194489,1465.73138237,0
"brasil",15,"Scenario_D","outside",306.011474609375,262.279479980469,"producer","qo","Realistic_wi_china",36117.1815395355,279.169619083405,0
"brasil",21,"Scenario_D","outside",98.0888366699219,306.011474609375,"producer","qo","Realistic_wi_china",92083.1489562989,3434.66663360596,0
"brasil",9,"Scenario_D","outside",186.72673034668,262.279479980469,"producer","qo","Realistic_wi_china",36117.1815395355,279.169619083405,0
"brasil",5,"Scenario_D","outside",108.635986328125,73.4318618774414,"producer","qo","Realistic_wi_china",27690.0389194489,1465.73138237,0
"brasil",13,"Scenario_D","outside",290.052703857422,98.0888366699219,"producer","qo","Realistic_wi_china",37124.2253780365,1935.57047843933,0
"brasil",14,"Scenario_D","outside",98.0888366699219,306.011474609375,"producer","qo","Realistic_wi_china",92083.1489562989,3434.66663360596,0
"brasil",22,"Scenario_D","outside",306.011474609375,262.279479980469,"producer","qo","Realistic_wi_china",36117.1815395355,279.169619083405,0
"brasil",7,"Scenario_D","outside",227.822052001953,73.4318618774414,"producer","qo","Realistic_wi_china",27690.0389194489,1465.73138237,0
"brasil",16,"Scenario_D","outside",262.279479980469,340.881958007812,"producer","qo","Realistic_wi_china",15727.3755073547,-1454.30517196655,0
"cafr",19,"Scenario_D","outside",-12.2795372009277,-8.20036125183105,"non-producer","qo","Realistic_wi_china",4417.9541466292,0,0
"cafr",4,"Scenario_D","outside",-13.1817426681519,-11.8562688827515,"non-producer","qo","Realistic_wi_china",12689.9090716615,0,0
"cafr",17,"Scenario_D","outside",-11.886100769043,-13.1817426681519,"non-producer","qo","Realistic_wi_china",11810.2335827425,0,0
"cafr",18,"Scenario_D","outside",-13.1817426681519,-12.2795372009277,"non-producer","qo","Realistic_wi_china",18692.8650839254,0,0
"cafr",22,"Scenario_D","outside",-12.2251873016357,-8.41715812683105,"non-producer","qo","Realistic_wi_china",6146.36129257269,0,0
"cafr",7,"Scenario_D","outside",-14.1526832580566,-13.1817426681519,"non-producer","qo","Realistic_wi_china",11810.2335827425,0,0
"cafr",11,"Scenario_D","outside",-13.1817426681519,-12.5095081329346,"non-producer","qo","Realistic_wi_china",19068.1895315647,0,0
"cafr",1,"Scenario_D","outside",2.68844437599182,-10.3395328521729,"non-producer","qo","Realistic_wi_china",12762.6961506903,0,0
"cafr",10,"Scenario_D","outside",-8.41715812683105,-13.1817426681519,"non-producer","qo","Realistic_wi_china",11810.2335827425,0,0
"cafr",9,"Scenario_D","outside",-15.3077850341797,-8.41715812683105,"non-producer","qo","Realistic_wi_china",6146.36129257269,0,0
"cafr",14,"Scenario_D","outside",-13.0988540649414,-12.2251873016357,"non-producer","qo","Realistic_wi_china",17157.0545188151,0,0
"cafr",12,"Scenario_D","outside",-12.5095081329346,-8.20036125183105,"non-producer","qo","Realistic_wi_china",4417.9541466292,0,0
"cafr",8,"Scenario_D","outside",-13.1817426681519,-15.3077850341797,"non-producer","qo","Realistic_wi_china",14635.9203094616,0,0
"cafr",16,"Scenario_D","outside",-8.41715812683105,-11.886100769043,"non-producer","qo","Realistic_wi_china",8116.77114944904,0,0
"cafr",23,"Scenario_D","outside",-8.41715812683105,-11.886100769043,"non-producer","qo","Realistic_wi_china",8116.77114944904,0,0
"cafr",21,"Scenario_D","outside",-13.0988540649414,-12.2251873016357,"non-producer","qo","Realistic_wi_china",17157.0545188151,0,0
"cafr",20,"Scenario_D","outside",-8.20036125183105,-13.0988540649414,"non-producer","qo","Realistic_wi_china",10104.3841494247,0,0
"cafr",0,"Scenario_D","outside",0,2.68844437599182,"non-producer","qo","Realistic_wi_china",1185.55582244153,0,0
"cafr",3,"Scenario_D","outside",-12.4820404052734,-13.1817426681519,"non-producer","qo","Realistic_wi_china",11810.2335827425,0,0
"cafr",24,"Scenario_D","outside",-11.886100769043,-13.1817426681519,"non-producer","qo","Realistic_wi_china",11810.2335827425,0,0
"cafr",15,"Scenario_D","outside",-12.2251873016357,-8.41715812683105,"non-producer","qo","Realistic_wi_china",6146.36129257269,0,0
"cafr",5,"Scenario_D","outside",-11.8562688827515,-13.1817426681519,"non-producer","qo","Realistic_wi_china",11810.2335827425,0,0
"cafr",2,"Scenario_D","outside",-10.3395328521729,-12.4820404052734,"non-producer","qo","Realistic_wi_china",11631.5855490975,0,0
"cafr",13,"Scenario_D","outside",-8.20036125183105,-13.0988540649414,"non-producer","qo","Realistic_wi_china",10104.3841494247,0,0
"cafr",6,"Scenario_D","outside",-13.1817426681519,-14.1526832580566,"non-producer","qo","Realistic_wi_china",17418.8803378492,0,0
"canada",5,"Scenario_D","outside",-64.6434097290039,-33.3828010559082,"non-producer","qo","Realistic_wi_china",0,773613.389760256,21552.9183465987
"canada",0,"Scenario_D","outside",0,27.3234519958496,"non-producer","qo","Realistic_wi_china",0,-21352.4610446766,-585.698619193863
"canada",19,"Scenario_D","outside",-55.9161186218262,2.04156255722046,"non-producer","qo","Realistic_wi_china",0,213244.680136442,5438.71446698904
"canada",11,"Scenario_D","outside",-33.3828010559082,-51.5512161254883,"non-producer","qo","Realistic_wi_china",0,334553.840205073,10137.5061199069
"canada",20,"Scenario_D","outside",2.04156255722046,-5.51806926727295,"non-producer","qo","Realistic_wi_china",0,338766.701474785,9329.63103218936
"canada",16,"Scenario_D","outside",-26.2180194854736,-18.2826042175293,"non-producer","qo","Realistic_wi_china",0,484324.144214392,12632.235206198
"canada",22,"Scenario_D","outside",-26.3222999572754,-26.2180194854736,"non-producer","qo","Realistic_wi_china",0,646157.722890377,17714.2590284347
"canada",14,"Scenario_D","outside",-5.51806926727295,-26.3222999572754,"non-producer","qo","Realistic_wi_china",0,-55585.794314742,-1109.13489339873
"canada",24,"Scenario_D","outside",-18.2826042175293,-33.3828010559082,"non-producer","qo","Realistic_wi_china",0,773613.389760256,21552.9183465987
"canada",15,"Scenario_D","outside",-26.3222999572754,-26.2180194854736,"non-producer","qo","Realistic_wi_china",0,646157.722890377,17714.2590284347
"canada",8,"Scenario_D","outside",-33.3828010559082,-56.6770553588867,"non-producer","qo","Realistic_wi_china",0,520818.464189768,14232.3078801855
"canada",1,"Scenario_D","outside",27.3234519958496,4.49391508102417,"non-producer","qo","Realistic_wi_china",0,-483227.445483208,-14145.3460976482
"canada",23,"Scenario_D","outside",-26.2180194854736,-18.2826042175293,"non-producer","qo","Realistic_wi_china",0,484324.144214392,12632.235206198
"canada",13,"Scenario_D","outside",2.04156255722046,-5.51806926727295,"non-producer","qo","Realistic_wi_china",0,338766.701474785,9329.63103218936
"canada",21,"Scenario_D","outside",-5.51806926727295,-26.3222999572754,"non-producer","qo","Realistic_wi_china",0,-55585.794314742,-1109.13489339873
"canada",18,"Scenario_D","outside",-33.3828010559082,-55.9161186218262,"non-producer","qo","Realistic_wi_china",0,367428.253173828,11056.8403191864
"canada",10,"Scenario_D","outside",-26.2180194854736,-33.3828010559082,"non-producer","qo","Realistic_wi_china",0,773613.389760256,21552.9183465987
"canada",6,"Scenario_D","outside",-33.3828010559082,-28.0146369934082,"non-producer","qo","Realistic_wi_china",0,494768.936038018,14326.1720142327
"canada",4,"Scenario_D","outside",-33.3828010559082,-64.6434097290039,"non-producer","qo","Realistic_wi_china",0,683550.161838531,19334.7695502453
"canada",12,"Scenario_D","outside",-51.5512161254883,2.04156255722046,"non-producer","qo","Realistic_wi_china",0,213244.680136442,5438.71446698904
"canada",3,"Scenario_D","outside",-18.6789627075195,-33.3828010559082,"non-producer","qo","Realistic_wi_china",0,773613.389760256,21552.9183465987
"canada",2,"Scenario_D","outside",4.49391508102417,-18.6789627075195,"non-producer","qo","Realistic_wi_china",0,685675.429135561,19860.7750157826
"canada",9,"Scenario_D","outside",-56.6770553588867,-26.2180194854736,"non-producer","qo","Realistic_wi_china",0,646157.722890377,17714.2590284347
"canada",7,"Scenario_D","outside",-28.0146369934082,-33.3828010559082,"non-producer","qo","Realistic_wi_china",0,773613.389760256,21552.9183465987
"canada",17,"Scenario_D","outside",-18.2826042175293,-33.3828010559082,"non-producer","qo","Realistic_wi_china",0,773613.389760256,21552.9183465987
"china",23,"Scenario_D","inside",-556.545166015625,-786.429077148438,"non-producer","qo","Realistic_wi_china",11.694326996803,-9986.29131913183,-1476.02914483286
"china",13,"Scenario_D","outside",-126.501777648926,59.8057746887207,"non-producer","qo","Realistic_wi_china",308.698333799839,15760.9327617101,875.655988347716
"china",0,"Scenario_D","outside",0,20.4911212921143,"non-producer","qo","Realistic_wi_china",76.0088339447975,3264.88438725937,144.64395250252
"china",6,"Scenario_D","inside",-375.246215820312,-718.65576171875,"non-producer","qo","Realistic_wi_china",549.595504999161,11455.6084852665,-630.933443084359
"china",5,"Scenario_D","inside",-541.914428710938,-375.246215820312,"non-producer","qo","Realistic_wi_china",263.572551310063,1826.00452937186,-848.498319275678
"china",4,"Scenario_D","inside",-375.246215820312,-541.914428710938,"non-producer","qo","Realistic_wi_china",378.516554832459,4415.10252095759,-900.598671752959
"china",1,"Scenario_D","inside",20.4911212921143,-986.8642578125,"non-producer","qo","Realistic_wi_china",476.336538791656,14952.5692798197,220.243080751971
"china",15,"Scenario_D","inside",-502.730102539062,-556.545166015625,"non-producer","qo","Realistic_wi_china",1.081734895707,-9939.06144332141,-1424.53964427113
"china",24,"Scenario_D","inside",-786.429077148438,-375.246215820312,"non-producer","qo","Realistic_wi_china",263.572551310063,1826.00452937186,-848.498319275678
"china",14,"Scenario_D","inside",59.8057746887207,-502.730102539062,"non-producer","qo","Realistic_wi_china",747.947782278061,28947.0422826707,1035.42467881925
"china",2,"Scenario_D","inside",-986.8642578125,-406.661315917969,"non-producer","qo","Realistic_wi_china",194.817399606108,-1258.43291729689,-1013.39738653042
"china",19,"Scenario_D","outside",-913.535583496094,-126.501777648926,"non-producer","qo","Realistic_wi_china",32.0075261406601,3631.72663733712,307.562294547097
"china",10,"Scenario_D","inside",-556.545166015625,-375.246215820312,"non-producer","qo","Realistic_wi_china",263.572551310063,1826.00452937186,-848.498319275678
"china",9,"Scenario_D","inside",-771.524108886719,-556.545166015625,"non-producer","qo","Realistic_wi_china",1.081734895707,-9939.06144332141,-1424.53964427113
"china",12,"Scenario_D","outside",-980.104431152344,-126.501777648926,"non-producer","qo","Realistic_wi_china",32.0075261406601,3631.72663733712,307.562294547097
"china",18,"Scenario_D","outside",-375.246215820312,-913.535583496094,"non-producer","qo","Realistic_wi_china",688.390612602234,14744.1927194595,-688.994409516453
"china",8,"Scenario_D","inside",-375.246215820312,-771.524108886719,"non-producer","qo","Realistic_wi_china",387.443397194147,4305.55118434132,-954.091698396954
"china",22,"Scenario_D","inside",-502.730102539062,-556.545166015625,"non-producer","qo","Realistic_wi_china",1.081734895707,-9939.06144332141,-1424.53964427113
"china",17,"Scenario_D","inside",-786.429077148438,-375.246215820312,"non-producer","qo","Realistic_wi_china",263.572551310063,1826.00452937186,-848.498319275678
"china",16,"Scenario_D","inside",-556.545166015625,-786.429077148438,"non-producer","qo","Realistic_wi_china",11.694326996803,-9986.29131913183,-1476.02914483286
"china",7,"Scenario_D","inside",-718.65576171875,-375.246215820312,"non-producer","qo","Realistic_wi_china",263.572551310063,1826.00452937186,-848.498319275678
"china",20,"Scenario_D","outside",-126.501777648926,59.8057746887207,"non-producer","qo","Realistic_wi_china",308.698333799839,15760.9327617101,875.655988347716
"china",21,"Scenario_D","inside",59.8057746887207,-502.730102539062,"non-producer","qo","Realistic_wi_china",747.947782278061,28947.0422826707,1035.42467881925
"china",3,"Scenario_D","inside",-406.661315917969,-375.246215820312,"non-producer","qo","Realistic_wi_china",263.572551310063,1826.00452937186,-848.498319275678
"china",11,"Scenario_D","outside",-375.246215820312,-980.104431152344,"non-producer","qo","Realistic_wi_china",688.472747802734,14668.5983762145,-703.471290878952
"colombia",0,"Scenario_D","inside",0,-48.7933959960938,"producer","qo","Realistic_wi_china",-3415.16454197699,-454.729142424185,0
"colombia",4,"Scenario_D","outside",-30.1952514648438,-2.62588787078857,"producer","qo","Realistic_wi_china",-2692.15836681542,-349.222574906889,0
"colombia",7,"Scenario_D","outside",-5255.33203125,-30.1952514648438,"producer","qo","Realistic_wi_china",-5212.91465323884,-632.916583912447,0
"colombia",15,"Scenario_D","outside",-5257.54150390625,-0.235723078250885,"producer","qo","Realistic_wi_china",-3381.47503719665,-385.665545938537,0
"colombia",21,"Scenario_D","outside",-24.7121772766113,-5257.54150390625,"producer","qo","Realistic_wi_china",483023.142144084,52506.8884566426,0
"colombia",1,"Scenario_D","outside",-48.7933959960938,-5512.9423828125,"producer","qo","Realistic_wi_china",547304.622381926,59693.9802765846,0
"colombia",2,"Scenario_D","outside",-5512.9423828125,-29.6644191741943,"producer","qo","Realistic_wi_china",-4297.86057292949,-529.316571424715,0
"colombia",24,"Scenario_D","inside",6.66086483001709,-30.1952514648438,"producer","qo","Realistic_wi_china",-5212.91465323884,-632.916583912447,0
"colombia",16,"Scenario_D","outside",-0.235723078250885,6.66086483001709,"producer","qo","Realistic_wi_china",-638.05107022199,57.869601285347,0
"colombia",22,"Scenario_D","outside",-5257.54150390625,-0.235723078250885,"producer","qo","Realistic_wi_china",-3381.47503719665,-385.665545938537,0
"colombia",23,"Scenario_D","outside",-0.235723078250885,6.66086483001709,"producer","qo","Realistic_wi_china",-638.05107022199,57.869601285347,0
"colombia",14,"Scenario_D","outside",-24.7121772766113,-5257.54150390625,"producer","qo","Realistic_wi_china",483023.142144084,52506.8884566426,0
"colombia",19,"Scenario_D","outside",-5233.6708984375,5.45702695846558,"producer","qo","Realistic_wi_china",-311.790878593456,-37.4164584791287,0
"colombia",10,"Scenario_D","inside",-0.235723078250885,-30.1952514648438,"producer","qo","Realistic_wi_china",-5212.91465323884,-632.916583912447,0
"colombia",8,"Scenario_D","outside",-30.1952514648438,4.66095161437988,"producer","qo","Realistic_wi_china",60.7532921712845,96.242960775271,0
"colombia",18,"Scenario_D","outside",-30.1952514648438,-5233.6708984375,"producer","qo","Realistic_wi_china",467993.077650666,50888.1714642048,0
"colombia",5,"Scenario_D","inside",-2.62588787078857,-30.1952514648438,"producer","qo","Realistic_wi_china",-5212.91465323884,-632.916583912447,0
"colombia",12,"Scenario_D","outside",-5237.421875,5.45702695846558,"producer","qo","Realistic_wi_china",-311.790878593456,-37.4164584791287,0
"colombia",20,"Scenario_D","inside",5.45702695846558,-24.7121772766113,"producer","qo","Realistic_wi_china",-2110.91951598064,-280.740588335902,0
"colombia",17,"Scenario_D","inside",6.66086483001709,-30.1952514648438,"producer","qo","Realistic_wi_china",-5212.91465323884,-632.916583912447,0
"colombia",11,"Scenario_D","outside",-30.1952514648438,-5237.421875,"producer","qo","Realistic_wi_china",469268.109917641,51025.5721509457,0
"colombia",3,"Scenario_D","outside",-29.6644191741943,-30.1952514648438,"producer","qo","Realistic_wi_china",-5212.91465323884,-632.916583912447,0
"colombia",13,"Scenario_D","inside",5.45702695846558,-24.7121772766113,"producer","qo","Realistic_wi_china",-2110.91951598064,-280.740588335902,0
"colombia",6,"Scenario_D","outside",-30.1952514648438,-5255.33203125,"producer","qo","Realistic_wi_china",460333.612650633,50064.4751936197,0
